"Ejercicio","Nombre Mes","Mes","Entidad","Código Entidad","Programa","Código Programa","Devengado","Código Unidad Ejecutora","Unidad Ejecutora"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","168597","224","GOBERNACION DEPARTAMENTAL DE SUCHITEPEQUEZ"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","176046.17","225","GOBERNACION DEPARTAMENTAL DE RETALHULEU"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","335365.07","234","GOBERNACION DEPARTAMENTAL DE CHIQUIMULA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","236333.52","221","GOBERNACION DEPARTAMENTAL DE SOLOLA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","361138.18","231","GOBERNACION DEPARTAMENTAL DE PETEN"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","264747.21","214","REGISTRO DE PERSONAS JURIDICAS"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","283206.55","215","GOBERNACION DEPARTAMENTAL DE GUATEMALA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","193309.53","216","GOBERNACION DEPARTAMENTAL DE EL PROGRESO"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","97951","236","GOBERNACION DEPARTAMENTAL DE JUTIAPA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","225496.9","217","GOBERNACION DEPARTAMENTAL DE SACATEPEQUEZ"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","218234.87","219","GOBERNACION DEPARTAMENTAL DE ESCUINTLA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","170693.48","220","GOBERNACION DEPARTAMENTAL DE SANTA ROSA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","147072.51","226","GOBERNACION DEPARTAMENTAL DE SAN MARCOS"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","189378.45","228","GOBERNACION DEPARTAMENTAL DE QUICHE"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","225167.34","229","GOBERNACION DEPARTAMENTAL DE BAJA VERAPAZ"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","200695","230","GOBERNACION DEPARTAMENTAL DE ALTA VERAPAZ"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","187020.65","227","GOBERNACION DEPARTAMENTAL DE HUEHUETENANGO"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","136271","218","GOBERNACION DEPARTAMENTAL DE CHIMALTENANGO"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","179497.05","233","GOBERNACION DEPARTAMENTAL DE ZACAPA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","320446.11","232","GOBERNACION DEPARTAMENTAL DE IZABAL"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE GOBIERNO DEPARTAMENTAL Y REGISTRO DE PERSONAS JURÍDICAS","15","281885.2","235","GOBERNACION DEPARTAMENTAL DE JALAPA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE INTELIGENCIA CIVIL (ACTIVIDAD COMÚN A LOS PROGRAMAS 11, 12 Y 13)","3","4603706.02","202","DIRECCION GENERAL DE INTELIGENCIA CIVIL"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","223991763.6","203","DIRECCION GENERAL DE LA POLICIA NACIONAL CIVIL"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","556329.08","204","SECRETARIA DE ANALISIS E INFORMACION ANTINARCOTICA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","5324392.45","205","SUBDIRECCION GENERAL DE ESTUDIOS Y DOCTRINA DE LA POLICIA NACIONAL CIVIL"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","1857915.92","209","DEPARTAMENTO DE TRANSITO"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","1437192.82","213","UNIDAD PARA LA PREVENCION COMUNITARIA DE LA VIOLENCIA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","1313918.02","239","DIRECCIÓN GENERAL DE SERVICIOS DE SEGURIDAD PRIVADA"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","1553706.06","240","UNIDAD ESPECIAL ANTINARCOTICOS (UNESA)"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","25625","241","DIRECCION GENERAL DE INVESTIGACION CRIMINAL"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","1207760.21","206","SUBDIRECCION GENERAL DE SALUD POLICIAL"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS DE SEGURIDAD A LAS PERSONAS Y SU PATRIMONIO","11","459358.6","207","SUBDIRECCION GENERAL DE INVESTIGACION CRIMINAL"
"2017","MARZO","3","MINISTERIO DE GOBERNACIÓN","11130005","SERVICIOS MIGRATORIOS Y EXTRANJERÍA","13","8070029.38","211","DIRECCION GENERAL DE MIGRACION"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES CENTRALES","1","4890567","110","CUERPO DE INGENIEROS DEL EJÉRCITO TENIENTE CORONEL DE INGENIEROS E INGENIERO FRANCISCO VELA ARANGO"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES CENTRALES","1","21000","102","COMANDO REGIONAL CENTRAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES CENTRALES","1","10407315.62","101","DIRECCIÓN GENERAL DE FINANZAS DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES CENTRALES","1","7923895.68","105","DIRECCIÓN GENERAL ADMINISTRATIVA DEL ESTADO MAYOR DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES CENTRALES","1","6982302.98","107","COMANDO DE APOYO LOGÍSTICO"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES COMUNES A LOS PROGRAMAS 11, 12, 13 Y 14, SERVICIOS DE EDUCACION Y SALUD","3","10068589.04","103","COMANDO SUPERIOR DE EDUCACIÓN DEL EJÉRCITO DE GUATEMALA"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES COMUNES A LOS PROGRAMAS 11, 12, 13 Y 14, SERVICIOS DE EDUCACION Y SALUD","3","964139.61","112","CENTRO DE ATENCIÓN A DISCAPACITADOS DEL EJÉRCITO DE GUATEMALA"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES COMUNES A LOS PROGRAMAS 11, 12, 13 Y 14, SERVICIOS DE EDUCACION Y SALUD","3","432960","101","DIRECCIÓN GENERAL DE FINANZAS DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES COMUNES A LOS PROGRAMAS 11, 12, 13 Y 14, SERVICIOS DE EDUCACION Y SALUD","3","6538602.75","104","CENTRO MÉDICO MILITAR"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","ACTIVIDADES COMUNES A LOS PROGRAMAS 11, 12, 13 Y 14, SERVICIOS DE EDUCACION Y SALUD","3","623668.1","107","COMANDO DE APOYO LOGÍSTICO"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","APOYO A LA REDUCCIÓN DEL ÍNDICE DE HOMICIDIOS","16","1277128.96","111","DIRECCIÓN GENERAL DE CONTROL DE ARMAS Y MUNICIONES DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","APRESTO PARA LA MOVILIZACIÓN DE DEFENSA, PREVENCIÓN Y  MITIGACIÓN DE DESASTRES","13","1898790.53","101","DIRECCIÓN GENERAL DE FINANZAS DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","DEFENSA DE LA SOBERANÍA E INTEGRIDAD TERRITORIAL","11","5503312.42","102","COMANDO REGIONAL CENTRAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","DEFENSA DE LA SOBERANÍA E INTEGRIDAD TERRITORIAL","11","29140062.05","101","DIRECCIÓN GENERAL DE FINANZAS DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","DEFENSA DE LA SOBERANÍA E INTEGRIDAD TERRITORIAL","11","5569117.7","108","COMANDANCIA DE LA FUERZA AÉREA GUATEMALTECA"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","DEFENSA DE LA SOBERANÍA E INTEGRIDAD TERRITORIAL","11","9517194.56","109","COMANDANCIA DE LA MARINA DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","PARTIDAS NO ASIGNABLES A PROGRAMAS","99","16797003.13","101","DIRECCIÓN GENERAL DE FINANZAS DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","PREVENCIÓN DE HECHOS DELICTIVOS CONTRA EL PATRIMONIO","12","20742347.58","102","COMANDO REGIONAL CENTRAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","PROYECCIÓN DIPLOMÁTICA Y APOYO EN MISIONES DE PAZ","15","739870.27","101","DIRECCIÓN GENERAL DE FINANZAS DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","PROYECCIÓN DIPLOMÁTICA Y APOYO EN MISIONES DE PAZ","15","2372685","106","DIRECCIÓN DE OPERACIONES DE PAZ DEL ESTADO MAYOR DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE LA DEFENSA NACIONAL","11130006","REGULACIÓN DE ESPACIOS ACUÁTICOS","14","400191.65","101","DIRECCIÓN GENERAL DE FINANZAS DEL MINISTERIO DE LA DEFENSA NACIONAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","322392.55","201","DIRECCION DE ADMINISTRACION FINANCIERA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","8143145.78","103","DIRECCION DE RECURSOS HUMANOS"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","132565.71","112","DIRECCION DE COOPERACION NACIONAL E INTERNACIONAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","1059919.8","316","DIRECCION DEPARTAMENTAL DE EDUCACION DE ALTA VERAPAZ"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","1129495.51","317","DIRECCION DEPARTAMENTAL DE EDUCACION DE PETEN"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","808901.22","318","DIRECCION DEPARTAMENTAL DE EDUCACION DE IZABAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","600079.35","319","DIRECCION DEPARTAMENTAL DE EDUCACION DE ZACAPA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","22775.74","301","DIRECCION DEPARTAMENTAL DE EDUCACION DE GUATEMALA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","551458.09","302","DIRECCION DEPARTAMENTAL DE EDUCACION DE EL PROGRESO"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","276924.41","120","DIRECCION GENERAL DE EVALUACION E INVESTIGACION EDUCATIVA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","383428.25","121","DIRECCIÓN GENERAL DE ACREDITACIÓN Y CERTIFICACIÓN"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","108009.41","122","DIRECCIÓN DE DESARROLLO Y FORTALECIMIENTO INSTITUCIONAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","744979.29","124","DIRECCIÓN GENERAL DE GESTIÓN DE CALIDAD EDUCATIVA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","961938.34","323","DIRECCION DEPARTAMENTAL DE EDUCACION GUATEMALA NORTE"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","641436.53","325","DIRECCION DEPARTAMENTAL DE EDUCACION GUATEMALA ORIENTE"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","816020.78","102","DIRECCION DE INFORMATICA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","733044.94","305","DIRECCION DEPARTAMENTAL DE EDUCACION DE ESCUINTLA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","683848.99","306","DIRECCION DEPARTAMENTAL DE EDUCACION DE SANTA ROSA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","675291.05","307","DIRECCION DEPARTAMENTAL DE EDUCACION DE SOLOLA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","796495.59","308","DIRECCION DEPARTAMENTAL DE EDUCACION DE TOTONICAPAN"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","836276.51","309","DIRECCION DEPARTAMENTAL DE EDUCACION DE QUETZALTENANGO"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","654487.39","310","DIRECCION DEPARTAMENTAL DE EDUCACION DE SUCHITEPEQUEZ"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","665260.54","311","DIRECCION DEPARTAMENTAL DE EDUCACION DE RETALHULEU"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","994576.68","312","DIRECCION DEPARTAMENTAL DE EDUCACION DE SAN MARCOS"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","904001.8","313","DIRECCION DEPARTAMENTAL DE EDUCACION DE HUEHUETENANGO"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","1074115.12","314","DIRECCION DEPARTAMENTAL DE EDUCACION DE EL QUICHE"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","716264.33","304","DIRECCION DEPARTAMENTAL EDUCACION DE CHIMALTENANGO"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","2988072.27","101","DIRECCION DE SERVICIOS ADMINISTRATIVOS"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","1197835.67","320","DIRECCION DEPARTAMENTAL DE EDUCACION DE CHIQUIMULA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","602485.67","321","DIRECCION DEPARTAMENTAL DE EDUCACION DE JALAPA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","747993.26","322","DIRECCION DEPARTAMENTAL DE EDUCACION DE JUTIAPA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","1433400.65","105","DIRECCION DE PLANIFICACION EDUCATIVA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","567768.72","303","DIRECCION DEPARTAMENTAL DE EDUCACION DE SACATEPEQUEZ"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","663472.78","315","DIRECCCION DEPARTAMENTAL DE EDUCACION DE BAJA VERAPAZ"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","155872.78","127","DIRECCION GENERAL DE FORTALECIMIENTO A LA COMUNIDAD EDUCATIVA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","226252.64","129","DIRECCION GENERAL DE COORDINACION DE DIRECCIONES DEPARTAMENTALES DE EDUCACION"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","149705.97","116","DIRECCION DE ASESORIA JURIDICA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","151328.44","117","DIRECCION DE COMUNICACION SOCIAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","227765.12","118","DIRECCION DE ADQUISICIONES Y CONTRATACIONES"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","453922.74","126","DIRECCION GENERAL DE CURRICULO"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","1406363.02","128","DIRECCION GENERAL DE MONITOREO Y VERIFICACION DE LA CALIDAD"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","39866.37","130","DIRECCION DE DESARROLLO MAGISTERIAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","663725.52","324","DIRECCION DEPARTAMENTAL DE EDUCACION GUATEMALA SUR"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","553131.1","115","DIRECCION DE AUDITORIA INTERNA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","4930","133","CONSEJO NACIONAL DE EDUCACIÓN"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","311242.99","134","JUNTA CALIFICADORA DE PERSONAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES CENTRALES","1","743416.39","326","DIRECCION DEPARTAMENTAL DE EDUCACION GUATEMALA OCCIDENTE"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","119681","316","DIRECCION DEPARTAMENTAL DE EDUCACION DE ALTA VERAPAZ"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","161654.5","317","DIRECCION DEPARTAMENTAL DE EDUCACION DE PETEN"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","267944.75","318","DIRECCION DEPARTAMENTAL DE EDUCACION DE IZABAL"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","212921","319","DIRECCION DEPARTAMENTAL DE EDUCACION DE ZACAPA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","0","301","DIRECCION DEPARTAMENTAL DE EDUCACION DE GUATEMALA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","199012","302","DIRECCION DEPARTAMENTAL DE EDUCACION DE EL PROGRESO"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","224007.94","323","DIRECCION DEPARTAMENTAL DE EDUCACION GUATEMALA NORTE"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","189347.17","325","DIRECCION DEPARTAMENTAL DE EDUCACION GUATEMALA ORIENTE"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","199060","305","DIRECCION DEPARTAMENTAL DE EDUCACION DE ESCUINTLA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","233259.5","306","DIRECCION DEPARTAMENTAL DE EDUCACION DE SANTA ROSA"
"2017","MARZO","3","MINISTERIO DE EDUCACIÓN","11130008","ACTIVIDADES COMUNES A LOS PROGRAMAS DE PREPRIMARIA Y PRIMARIA (PRG. 11 Y 12)","3","238722.5","307","DIRECCION DEPARTAMENTAL DE EDUCACION DE SOLOLA"
